"finding_id","severity","slug","title","source_file","finding_path","root_cause_epic","root_cause_title","owner","sprint","labels"
"other-csv-injection-37612b2278","MEDIUM","other-csv-injection","Guest-controlled CSV fields can execute spreadsheet formulas","src/app/api/ops/customers/export/route.ts",".deepsec/findings/MEDIUM/nabatableLP-other-csv-injection-37612b2278.md","SEC-002","Service-role before tenant authorization","Platform/API owner","Sprint 1","security-critical;tenant-isolation;service-role;needs-regression"
"other-dos-707f3d1739","MEDIUM","other-dos","Webhook reads full unauthenticated body before cheap rejection","src/app/api/webhook/resend/route.ts",".deepsec/findings/MEDIUM/nabatableLP-other-dos-707f3d1739.md","SEC-009","Rate limiting and abuse controls","Platform/API owner","Sprint 2","rate-limit;needs-regression"
"other-env-validation-bypass-8ddf62229a","MEDIUM","other-env-validation-bypass","Dual-sync failure webhook bypasses the validated env layer","server/dual-sync/notifications/index.ts",".deepsec/findings/MEDIUM/nabatableLP-other-env-validation-bypass-8ddf62229a.md","SEC-002","Service-role before tenant authorization","Platform/API owner","Sprint 1","security-critical;tenant-isolation;service-role;needs-regression"
"other-env-validation-bypass-a34db0c21d","MEDIUM","other-env-validation-bypass","Dual-sync webhook URL bypasses the validated environment layer","server/dual-sync/notifications/index.ts",".deepsec/findings/MEDIUM/nabatableLP-other-env-validation-bypass-a34db0c21d.md","SEC-002","Service-role before tenant authorization","Platform/API owner","Sprint 1","security-critical;tenant-isolation;service-role;needs-regression"
"other-feature-flag-bypass-0558c07e04","MEDIUM","other-feature-flag-bypass","Rejection analytics feature flag is enforced only client-side","src/contexts/ops-session.tsx",".deepsec/findings/MEDIUM/nabatableLP-other-feature-flag-bypass-0558c07e04.md","SEC-002","Service-role before tenant authorization","Platform/API owner","Sprint 1","security-critical;tenant-isolation;service-role;needs-regression"
"other-feature-flag-bypass-f60f407b7c","MEDIUM","other-feature-flag-bypass","Client-only rejection analytics feature gate is bypassable","src/contexts/ops-session.tsx",".deepsec/findings/MEDIUM/nabatableLP-other-feature-flag-bypass-f60f407b7c.md","SEC-002","Service-role before tenant authorization","Platform/API owner","Sprint 1","security-critical;tenant-isolation;service-role;needs-regression"
"other-info-disclosure-05b61e8d62","MEDIUM","other-info-disclosure","Service-role booking lookup runs before authentication","src/app/api/reservations/[id]/confirmation/route.ts",".deepsec/findings/MEDIUM/nabatableLP-other-info-disclosure-05b61e8d62.md","SEC-001","Account takeover and auth-token exposure","Auth owner","Sprint 1","security-critical;account-takeover;secrets;needs-regression"
"other-info-disclosure-12eabf37df","MEDIUM","other-info-disclosure","SMS dashboard fetch exposes provider metadata that the UI does not need","src/components/features/sms-delivery/OpsSmsDeliveryClient.tsx",".deepsec/findings/MEDIUM/nabatableLP-other-info-disclosure-12eabf37df.md","SEC-002","Service-role before tenant authorization","Platform/API owner","Sprint 1","security-critical;tenant-isolation;service-role;needs-regression"
"other-info-disclosure-1eec936a4e","MEDIUM","other-info-disclosure","Restaurant creation returns raw internal error messages","src/app/api/ops/restaurants/route.ts",".deepsec/findings/MEDIUM/nabatableLP-other-info-disclosure-1eec936a4e.md","SEC-002","Service-role before tenant authorization","Platform/API owner","Sprint 1","security-critical;tenant-isolation;service-role;needs-regression"
"other-info-disclosure-2b0b06034f","MEDIUM","other-info-disclosure","Public availability endpoint exposes exact booking capacity data","src/app/api/availability/route.ts",".deepsec/findings/MEDIUM/nabatableLP-other-info-disclosure-2b0b06034f.md","SEC-002","Service-role before tenant authorization","Platform/API owner","Sprint 1","security-critical;tenant-isolation;service-role;needs-regression"
"other-info-disclosure-6a9e3a26f0","MEDIUM","other-info-disclosure","Guest booking history returns internal actor identifiers","src/app/api/bookings/[id]/history/route.ts",".deepsec/findings/MEDIUM/nabatableLP-other-info-disclosure-6a9e3a26f0.md","SEC-001","Account takeover and auth-token exposure","Auth owner","Sprint 1","security-critical;account-takeover;secrets;needs-regression"
"other-info-disclosure-779414175a","MEDIUM","other-info-disclosure","Public availability endpoint discloses internal booking volume and capacity metrics","src/app/api/availability/route.ts",".deepsec/findings/MEDIUM/nabatableLP-other-info-disclosure-779414175a.md","SEC-002","Service-role before tenant authorization","Platform/API owner","Sprint 1","security-critical;tenant-isolation;service-role;needs-regression"
"other-info-disclosure-7caefae12b","MEDIUM","other-info-disclosure","Customer PII is written to server logs","server/customers.ts",".deepsec/findings/MEDIUM/nabatableLP-other-info-disclosure-7caefae12b.md","SEC-004","Production data scripts lack target safety","Data operations owner","Sprint 1","high-bug;service-role;data-integrity;needs-prod-config"
"other-info-disclosure-a7fe8a60e8","MEDIUM","other-info-disclosure","Guest booking history can expose raw staff actor identifiers","server/bookingHistory.ts",".deepsec/findings/MEDIUM/nabatableLP-other-info-disclosure-a7fe8a60e8.md","SEC-001","Account takeover and auth-token exposure","Auth owner","Sprint 1","security-critical;account-takeover;secrets;needs-regression"
"other-info-disclosure-b299810338","MEDIUM","other-info-disclosure","Internal Supabase and assignment errors are returned to clients","src/app/api/staff/auto/confirm/route.ts",".deepsec/findings/MEDIUM/nabatableLP-other-info-disclosure-b299810338.md","SEC-002","Service-role before tenant authorization","Platform/API owner","Sprint 1","security-critical;tenant-isolation;service-role;needs-regression"
"other-info-disclosure-ce9d7a09bc","MEDIUM","other-info-disclosure","Guest booking lookup returns raw booking records including secret fields","src/app/api/bookings/route.ts",".deepsec/findings/MEDIUM/nabatableLP-other-info-disclosure-ce9d7a09bc.md","SEC-001","Account takeover and auth-token exposure","Auth owner","Sprint 1","security-critical;account-takeover;secrets;needs-regression"
"other-info-disclosure-d2db230506","MEDIUM","other-info-disclosure","Booking creation RPC logs full guest PII payloads","server/capacity/transaction.ts",".deepsec/findings/MEDIUM/nabatableLP-other-info-disclosure-d2db230506.md","SEC-004","Production data scripts lack target safety","Data operations owner","Sprint 1","high-bug;service-role;data-integrity;needs-prod-config"
"other-info-disclosure-dd6c39a988","MEDIUM","other-info-disclosure","Reservation existence oracle before authorization","src/app/api/reservations/[id]/confirmation/route.ts",".deepsec/findings/MEDIUM/nabatableLP-other-info-disclosure-dd6c39a988.md","SEC-001","Account takeover and auth-token exposure","Auth owner","Sprint 1","security-critical;account-takeover;secrets;needs-regression"
"other-info-disclosure-e9442edfc4","MEDIUM","other-info-disclosure","Analytics helper forwards sensitive operational metadata without redaction","lib/analytics.ts",".deepsec/findings/MEDIUM/nabatableLP-other-info-disclosure-e9442edfc4.md","SEC-001","Account takeover and auth-token exposure","Auth owner","Sprint 1","security-critical;account-takeover;secrets;needs-regression"
"other-insecure-cookie-93e7a9411e","MEDIUM","other-insecure-cookie","Production Supabase auth cookies can be set without Secure","server/supabase.ts",".deepsec/findings/MEDIUM/nabatableLP-other-insecure-cookie-93e7a9411e.md","SEC-004","Production data scripts lack target safety","Data operations owner","Sprint 1","high-bug;service-role;data-integrity;needs-prod-config"
"other-insecure-tls-0e77ea5168","MEDIUM","other-insecure-tls","Direct Postgres connection disables certificate verification","scripts/import-old-school-house-drinks-staging.ts",".deepsec/findings/MEDIUM/nabatableLP-other-insecure-tls-0e77ea5168.md","SEC-004","Production data scripts lack target safety","Data operations owner","Sprint 1","high-bug;service-role;data-integrity;needs-prod-config"
"other-insecure-tls-27b0f88e18","MEDIUM","other-insecure-tls","Region probing disables Postgres certificate verification","scripts/find-supabase-region.ts",".deepsec/findings/MEDIUM/nabatableLP-other-insecure-tls-27b0f88e18.md","SEC-008","Secrets in logs, generated artifacts, or config","Infra/security owner","Sprint 2","secrets;needs-prod-config;needs-regression"
"other-insecure-tls-8d26d6085a","MEDIUM","other-insecure-tls","Performance baseline script disables database TLS verification","scripts/db-perf-baseline.ts",".deepsec/findings/MEDIUM/nabatableLP-other-insecure-tls-8d26d6085a.md","SEC-006","Generic URL validation and redirect policy gaps","Web/API owner","Sprint 2","xss;data-integrity;needs-regression"
"other-insecure-tls-bd228f7019","MEDIUM","other-insecure-tls","Postgres TLS certificate verification is disabled","scripts/staging/replay-perf-workload.ts",".deepsec/findings/MEDIUM/nabatableLP-other-insecure-tls-bd228f7019.md","SEC-004","Production data scripts lack target safety","Data operations owner","Sprint 1","high-bug;service-role;data-integrity;needs-prod-config"
"other-insecure-tls-be27a7d33b","MEDIUM","other-insecure-tls","Schema optimization connects to Postgres without certificate verification","scripts/run-schema-optimization.ts",".deepsec/findings/MEDIUM/nabatableLP-other-insecure-tls-be27a7d33b.md","SEC-006","Generic URL validation and redirect policy gaps","Web/API owner","Sprint 2","xss;data-integrity;needs-regression"
"other-insecure-tls-d56113d8de","MEDIUM","other-insecure-tls","SQL migration runner disables database TLS verification","scripts/apply-sql-file.ts",".deepsec/findings/MEDIUM/nabatableLP-other-insecure-tls-d56113d8de.md","SEC-006","Generic URL validation and redirect policy gaps","Web/API owner","Sprint 2","xss;data-integrity;needs-regression"
"other-insecure-tls-e0b459180a","MEDIUM","other-insecure-tls","Production database optimizer disables TLS certificate verification","scripts/run-production-optimization.ts",".deepsec/findings/MEDIUM/nabatableLP-other-insecure-tls-e0b459180a.md","SEC-004","Production data scripts lack target safety","Data operations owner","Sprint 1","high-bug;service-role;data-integrity;needs-prod-config"
"other-insecure-tls-fc384d5ef4","MEDIUM","other-insecure-tls","Postgres TLS certificate verification is disabled before applying SQL","scripts/apply-sql-file.ts",".deepsec/findings/MEDIUM/nabatableLP-other-insecure-tls-fc384d5ef4.md","SEC-006","Generic URL validation and redirect policy gaps","Web/API owner","Sprint 2","xss;data-integrity;needs-regression"
"other-insecure-tls-ff5669fc56","MEDIUM","other-insecure-tls","Supabase database TLS certificate verification is disabled","scripts/verify-zone-adjacencies.ts",".deepsec/findings/MEDIUM/nabatableLP-other-insecure-tls-ff5669fc56.md","SEC-008","Secrets in logs, generated artifacts, or config","Infra/security owner","Sprint 2","secrets;needs-prod-config;needs-regression"
"other-insecure-transport-8ecd3c2908","MEDIUM","other-insecure-transport","Privileged database fallback disables TLS certificate verification","scripts/ensure-auth-user.ts",".deepsec/findings/MEDIUM/nabatableLP-other-insecure-transport-8ecd3c2908.md","SEC-006","Generic URL validation and redirect policy gaps","Web/API owner","Sprint 2","xss;data-integrity;needs-regression"
"other-insecure-transport-ba0740ad44","MEDIUM","other-insecure-transport","Production DB fallback disables TLS certificate verification","scripts/grant-production-restaurant-access.ts",".deepsec/findings/MEDIUM/nabatableLP-other-insecure-transport-ba0740ad44.md","SEC-004","Production data scripts lack target safety","Data operations owner","Sprint 1","high-bug;service-role;data-integrity;needs-prod-config"
"other-insecure-transport-c1b4ebc5f7","MEDIUM","other-insecure-transport","Database TLS certificate verification is disabled","scripts/staging/replay-perf-workload.ts",".deepsec/findings/MEDIUM/nabatableLP-other-insecure-transport-c1b4ebc5f7.md","SEC-004","Production data scripts lack target safety","Data operations owner","Sprint 1","high-bug;service-role;data-integrity;needs-prod-config"
"other-login-csrf-f13953312e","MEDIUM","other-login-csrf","Implicit hash tokens are accepted without state binding","components/auth/ImplicitAuthHandler.tsx",".deepsec/findings/MEDIUM/nabatableLP-other-login-csrf-f13953312e.md","SEC-005","Missing CSRF on session-cookie mutations","Web/API owner","Sprint 2","csrf;needs-regression"
"other-missing-csrf-1885ad55f8","MEDIUM","other-missing-csrf","Cookie-authenticated booking creation lacks CSRF enforcement","src/app/api/ops/bookings/route.ts",".deepsec/findings/MEDIUM/nabatableLP-other-missing-csrf-1885ad55f8.md","SEC-002","Service-role before tenant authorization","Platform/API owner","Sprint 1","security-critical;tenant-isolation;service-role;needs-regression"
"other-missing-csrf-31f87857c6","MEDIUM","other-missing-csrf","Email retry POST lacks CSRF validation","src/app/api/ops/email-delivery/retry/route.ts",".deepsec/findings/MEDIUM/nabatableLP-other-missing-csrf-31f87857c6.md","SEC-005","Missing CSRF on session-cookie mutations","Web/API owner","Sprint 2","csrf;needs-regression"
"other-missing-csrf-4e73b90e95","MEDIUM","other-missing-csrf","Auto-export POST lacks CSRF validation","src/app/api/ops/restaurants/[id]/dual-sync/auto-export/route.ts",".deepsec/findings/MEDIUM/nabatableLP-other-missing-csrf-4e73b90e95.md","SEC-002","Service-role before tenant authorization","Platform/API owner","Sprint 1","security-critical;tenant-isolation;service-role;needs-regression"
"other-missing-csrf-7e7f8aad65","MEDIUM","other-missing-csrf","Admin auto-export POST lacks CSRF validation","src/app/api/ops/restaurants/[id]/dual-sync/auto-export/route.ts",".deepsec/findings/MEDIUM/nabatableLP-other-missing-csrf-7e7f8aad65.md","SEC-002","Service-role before tenant authorization","Platform/API owner","Sprint 1","security-critical;tenant-isolation;service-role;needs-regression"
"other-missing-csrf-973c53489f","MEDIUM","other-missing-csrf","Cookie-authenticated check-in mutation does not validate CSRF token","src/app/api/ops/bookings/[id]/check-in/route.ts",".deepsec/findings/MEDIUM/nabatableLP-other-missing-csrf-973c53489f.md","SEC-002","Service-role before tenant authorization","Platform/API owner","Sprint 1","security-critical;tenant-isolation;service-role;needs-regression"
"other-missing-csrf-a43832a5b3","MEDIUM","other-missing-csrf","Cookie-authenticated check-out mutation does not validate CSRF token","src/app/api/ops/bookings/[id]/check-out/route.ts",".deepsec/findings/MEDIUM/nabatableLP-other-missing-csrf-a43832a5b3.md","SEC-002","Service-role before tenant authorization","Platform/API owner","Sprint 1","security-critical;tenant-isolation;service-role;needs-regression"
"other-missing-csrf-abf7c753ff","MEDIUM","other-missing-csrf","Cookie-authenticated email retry POST lacks CSRF validation","src/app/api/ops/email-delivery/retry/route.ts",".deepsec/findings/MEDIUM/nabatableLP-other-missing-csrf-abf7c753ff.md","SEC-005","Missing CSRF on session-cookie mutations","Web/API owner","Sprint 2","csrf;needs-regression"
